State,District
Andhra Pradesh,Alluri Sitharama Raju
Andhra Pradesh,Chittoor
Andhra Pradesh,Guntur
Andhra Pradesh,Krishna
Andhra Pradesh,Kurnool
Andhra Pradesh,Nandyal
Andhra Pradesh,Ntr
Andhra Pradesh,Palnadu
Andhra Pradesh,Prakasam
Andhra Pradesh,Anantapur
Andhra Pradesh,Srikakulam
Andhra Pradesh,Visakhapatnam
Andhra Pradesh,West Godavari
Andhra Pradesh,Cuddapah
Arunachal Pradesh,Anjaw
Arunachal Pradesh,Dibang Valley
Arunachal Pradesh,East Kameng
Arunachal Pradesh,Lower Dibang Valley
Arunachal Pradesh,Lower Subansiri
Arunachal Pradesh,Papum Pare
Arunachal Pradesh,Tirap
Arunachal Pradesh,Upper Siang
Arunachal Pradesh,Upper Subansiri
Arunachal Pradesh,West Kameng
Assam,Barpeta
Assam,Cachar
Assam,Chirang
Assam,Dhubri
Assam,Dibrugarh
Assam,Dima Hasao
Assam,Hailakandi
Assam,Jorhat
Assam,Kamrup
Assam,Kamrup Metropolitan
Assam,Karbi Anglo
Assam,Kokrajhar
Assam,Lakhimpur
Assam,Majuli
Assam,Morigaon
Assam,Nagaon
Assam,Sonitpur
Assam,South Salmara-Mankachar
Assam,Udalguri
Assam,West Karbi Anglong
Bihar,Araria
Bihar,Arwal
Bihar,Banka
Bihar,Begusarai
Bihar,Bhagalpur
Bihar,Buxar
Bihar,Gaya
Bihar,Jehanabad
Bihar,Kaimur(Bhabua)
Bihar,Katihar
Bihar,Khagaria
Bihar,Kishanganj
Bihar,Lakhisarai
Bihar,Madhepura
Bihar,Madhubani
Bihar,Muzaffarpur
Bihar,Nawada
Bihar,Paschim Champaran
Bihar,Rohtas
Bihar,Saharasa
Bihar,Sitamarhi
Bihar,Siwan
Bihar,Vaishali
Chhattisgarh,Balod
Chhattisgarh,Bastar(Jagdalpur)
Chhattisgarh,Dhamtari
Chhattisgarh,Durg
Chhattisgarh,Jashpur
Chhattisgarh,Kawardha(Kabirdham)
Chhattisgarh,Kondagaon
Chhattisgarh,Korba
Chhattisgarh,Koriya
Chhattisgarh,Mahasamund
Chhattisgarh,Mungeli
Chhattisgarh,Narayanpur
Chhattisgarh,Raipur
Chhattisgarh,Sukma
Chhattisgarh,Kanker
Goa,North Goa
Goa,South Goa
Gujarat,Ahmedabad
Gujarat,Amreli
Gujarat,Banas Kantha
Gujarat,Bharuch
Gujarat,Chhota Udepur
Gujarat,Dahod
Gujarat,Dangs
Gujarat,Devbhoomi Dwarka
Gujarat,Gir Somnath
Gujarat,Jamnagar
Gujarat,Kachchh
Gujarat,Mahesana
Gujarat,Panch Mahals
Gujarat,Patan
Gujarat,Porbandar
Gujarat,Sabar Kantha
Gujarat,Surat
Gujarat,Surendranagar
Gujarat,Tapi
Gujarat,Vadodara
Haryana,Ambala
Haryana,Bhiwani
Haryana,Charki Dadri
Haryana,Fatehabad
Haryana,Hisar
Haryana,Jhajjar
Haryana,Jind
Haryana,Kaithal
Haryana,Karnal
Haryana,Mahendragarh
Haryana,Nuh
Haryana,Panchkula
Haryana,Rewari
Haryana,Yamuna Nagar
Himachal Pradesh,Bilaspur
Himachal Pradesh,Chamba
Himachal Pradesh,Kangra
Himachal Pradesh,Kinnaur
Himachal Pradesh,Kullu
Himachal Pradesh,Shimla
Himachal Pradesh,Sirmaur
Himachal Pradesh,Una
Jammu and Kashmir,Bandipora
Jammu and Kashmir,Baramulla
Jammu and Kashmir,Ganderbal
Jammu and Kashmir,Jammu
Jammu and Kashmir,Kulgam
Jammu and Kashmir,Rajouri
Jammu and Kashmir,Shupiyan
Jammu and Kashmir,Udhampur
Jharkhand,Bokaro
Jharkhand,Chatra
Jharkhand,Dhanbad
Jharkhand,Garhwa
Jharkhand,Godda
Jharkhand,Khunti
Jharkhand,Koderma
Jharkhand,Latehar
Jharkhand,Palamu
Jharkhand,Ranchi
Jharkhand,Sahibganj
Jharkhand,Seraikela Kharsawan
Jharkhand,Simdega
Jharkhand,West Singhbhum
Karnataka,Bagalkot
Karnataka,Ballari
Karnataka,Bengaluru Rural
Karnataka,Bidar
Karnataka,Chikkaballapura
Karnataka,Chikkamagaluru
Karnataka,Chitradurga
Karnataka,Davangere
Karnataka,Dharwad
Karnataka,Hassan
Karnataka,Kalaburagi
Karnataka,Kodagu
Karnataka,Kolar
Karnataka,Mandya
Karnataka,Raichur
Karnataka,Udupi
Karnataka,Uttara Kannada
Karnataka,Yadgir
Kerala,Alappuzha
Kerala,Kasaragod
Kerala,Kozhikode
Kerala,Kottayam
Kerala,Palakkad
Kerala,Thrissur
Kerala,Wayanad
Madhya Pradesh,Alirajpur
Madhya Pradesh,Anuppur
Madhya Pradesh,Balaghat
Madhya Pradesh,Barwani
Madhya Pradesh,Betul
Madhya Pradesh,Bhopal
Madhya Pradesh,Burhanpur
Madhya Pradesh,Chhindwara
Madhya Pradesh,Datia
Madhya Pradesh,Dewas
Madhya Pradesh,Dindori
Madhya Pradesh,Guna
Madhya Pradesh,Gwalior
Madhya Pradesh,Harda
Madhya Pradesh,Hoshangabad
Madhya Pradesh,Indore
Madhya Pradesh,Jabalpur
Madhya Pradesh,Jhabua
Madhya Pradesh,Mandsaur
Madhya Pradesh,Morena
Madhya Pradesh,Panna
Madhya Pradesh,Raisen
Madhya Pradesh,Ratlam
Madhya Pradesh,Rewa
Madhya Pradesh,Sagar
Madhya Pradesh,Sehore
Madhya Pradesh,Seoni
Madhya Pradesh,Shajapur
Madhya Pradesh,Tikamgarh
Maharashtra,Amravati
Maharashtra,Aurangabad
Maharashtra,Beed
Maharashtra,Bhandara
Maharashtra,Buldhana
Maharashtra,Chandrapur
Maharashtra,Dharashiv
Maharashtra,Gadchiroli
Maharashtra,Kolhapur
Maharashtra,Latur
Maharashtra,Nanded
Maharashtra,Nandurbar
Maharashtra,Nashik
Maharashtra,Raigarh
Maharashtra,Ratnagiri
Maharashtra,Sangli
Maharashtra,Satara
Maharashtra,Solapur
Maharashtra,Thane
Maharashtra,Washim
Maharashtra,Yavatmal
Manipur,Bishnupur
Manipur,Chandel
Manipur,Tamenglong
Manipur,Thoubal
Manipur,Ukhrul
Meghalaya,East Khasi Hills
Meghalaya,West Jaintia Hills
Meghalaya,South West Khasi Hills
Meghalaya,South Garo Hills
Meghalaya,West Khasi Hills
Meghalaya,West Garo Hills
Meghalaya,Ri Bhoi
Mizoram,Kolasib
Mizoram,Lawngtlai
Mizoram,Aizawl
Mizoram,Lunglei
Mizoram,Serchhip
Nagaland,Kiphire
Nagaland,Kohima
Nagaland,Longleng
Nagaland,Mokokchung
Nagaland,Mon
Nagaland,Peren
Nagaland,Phek
Nagaland,Wokha
Odisha,Angul
Odisha,Balasore
Odisha,Boudh
Odisha,Cuttack
Odisha,Deogarh
Odisha,Dhenkanal
Odisha,Gajapati
Odisha,Ganjam
Odisha,Jagatsinghpur
Odisha,Kalahandi
Odisha,Koraput
Odisha,Mayurbhanj
Odisha,Nabarangpur
Odisha,Puri
Odisha,Sambalpur
Odisha,Subarnapur
Punjab,Barnala
Punjab,Firozpur
Punjab,Hoshiarpur
Punjab,Jalandhar
Punjab,Kapurthala
Punjab,Ludhiana
Punjab,Mansa
Punjab,Moga
Punjab,Muktsar
Punjab,Rupnagar
Punjab,Sangrur
Punjab,Shaheed Bhagat Singh Nagar
Rajasthan,Ajmer
Rajasthan,Alwar
Rajasthan,Banswara
Rajasthan,Baran
Rajasthan,Barmer
Rajasthan,Bhilwara
Rajasthan,Bikaner
Rajasthan,Bundi
Rajasthan,Churu
Rajasthan,Dungarpur
Rajasthan,Hanumangarh
Rajasthan,Jaipur
Rajasthan,Jaisalmer
Rajasthan,Jodhpur
Rajasthan,Nagaur
Rajasthan,Pali
Rajasthan,Pratapgarh
Rajasthan,Sawai Madhopur
Rajasthan,Udaipur
Sikkim,North Sikkim
Sikkim,South Sikkim
Sikkim,East Sikkim
Sikkim,West Sikkim
Tamil Nadu,Ariyalur
Tamil Nadu,Chengalpattu
Tamil Nadu,Coimbatore
Tamil Nadu,Dharmapuri
Tamil Nadu,Dindigul
Tamil Nadu,Erode
Tamil Nadu,Kanchipuram
Tamil Nadu,Kanniyakumari
Tamil Nadu,Madurai
Tamil Nadu,Mayiladuthurai
Tamil Nadu,Nagapattinam
Tamil Nadu,Namakkal
Tamil Nadu,Perambalur
Tamil Nadu,Pudukkottai
Tamil Nadu,Salem
Tamil Nadu,Sivagangai
Tamil Nadu,Thanjavur
Tamil Nadu,Thoothukudi
Tamil Nadu,Tiruchirappalli
Tamil Nadu,Tirupathur
Tamil Nadu,Tiruvannamalai
Tamil Nadu,Vellore
Tamil Nadu,Viluppuram
Tamil Nadu,Virudhunagar
Telangana,Adilabad
Telangana,Badradri Kothagudem
Telangana,Hyderabad
Telangana,Jangaon
Telangana,Jayashankar Bhupalapally
Telangana,Karimnagar
Telangana,Mahabubabad
Telangana,Mahabubnagar
Telangana,Medak
Telangana,Nagarkurnool
Telangana,Nalgonda
Telangana,Nirmal
Telangana,Nizamabad
Telangana,Rajanna Sircilla
Telangana,Rangareddy
Telangana,Vikarabad
Telangana,Warangal
Telangana,Yadadri Bhuvanagiri
Tripura,Dhalai
Tripura,West Tripura
Tripura,Unakoti
Tripura,North Tripura
Tripura,South Tripura
Uttar Pradesh,Agra
Uttar Pradesh,Ambedkar Nagar
Uttar Pradesh,Amethi
Uttar Pradesh,Jyotiba Phule Nagar (Amroha)
Uttar Pradesh,Auraiya
Uttar Pradesh,Ayodhya
Uttar Pradesh,Azamgarh
Uttar Pradesh,Bahraich
Uttar Pradesh,Balrampur
Uttar Pradesh,Barabanki
Uttar Pradesh,Basti
Uttar Pradesh,Bijnor
Uttar Pradesh,Deoria
Uttar Pradesh,Etah
Uttar Pradesh,Farrukhabad
Uttar Pradesh,Fatehpur
Uttar Pradesh,Gautam Buddha Nagar
Uttar Pradesh,Ghaziabad
Uttar Pradesh,Gonda
Uttar Pradesh,Hapur
Uttar Pradesh,Hardoi
Uttar Pradesh,Hathras
Uttar Pradesh,Jalaun
Uttar Pradesh,Jaunpur
Uttar Pradesh,Jhansi
Uttar Pradesh,Kannauj
Uttar Pradesh,Kanpur Nagar
Uttar Pradesh,Kheri
Uttar Pradesh,Mahoba
Uttar Pradesh,Mahrajganj
Uttar Pradesh,Mirzapur
Uttar Pradesh,Moradabad
Uttar Pradesh,Allahabad
Uttar Pradesh,Rae Bareli
Uttar Pradesh,Rampur
Uttar Pradesh,Saharanpur
Uttar Pradesh,Sant Kabir Nagar
Uttar Pradesh,Shamli
Uttar Pradesh,Siddharth Nagar
Uttar Pradesh,Sitapur
Uttar Pradesh,Sonbhadra
Uttar Pradesh,Unnao
Uttarakhand,Almora
Uttarakhand,Champawat
Uttarakhand,Haridwar
Uttarakhand,Nainital
Uttarakhand,Pauri Garhwal
Uttarakhand,Pithoragarh
Uttarakhand,Udham Singh Nagar
Uttarakhand,Uttarkashi
West Bengal,Alipurduar
West Bengal,Paschim Bardhaman
West Bengal,Birbhum
West Bengal,Coochbihar
West Bengal,Dakshin Dinajpur
West Bengal,Darjiling
West Bengal,Hooghly
West Bengal,Howrah
West Bengal,Malda
West Bengal,Nadia
West Bengal,North 24 Paraganas
West Bengal,Midnapur West
West Bengal,Purulia
West Bengal,South 24 Paraganas
